Chronokeeper,2,402,299,103,4536,2087,0.344482,15.170569,20.262136
Chronokeeper,3,257,188,48,2672,1073,0.255319,14.212766,22.354167
Chezebot,0,1000,0,444,4775,3230,0.444000,4.775000,7.274775
Chezebot,1,684,546,256,7132,4823,0.468864,13.062271,18.839844
Chezebot,2,401,297,105,3948,2963,0.353535,13.292929,28.219048
Chezebot,3,230,149,57,3046,2091,0.382550,20.442953,36.684211
HandBanana,0,1000,0,198,6004,2569,0.198000,6.004000,12.974747
HandBanana,1,684,410,130,11994,11274,0.317073,29.253659,86.723077
HandBanana,2,401,192,55,4087,3634,0.286458,21.286458,66.072727
HandBanana,3,230,98,28,2968,2630,0.285714,30.285714,93.928571
Chezebot,0,1000,0,415,4701,2973,0.415000,4.701000,7.163855
Chezebot,1,681,576,258,8486,6190,0.447917,14.732639,23.992248
Chezebot,2,365,291,132,4856,4102,0.453608,16.687285,31.075758
Chezebot,3,184,123,42,2468,2068,0.341463,20.065041,49.238095
Kingfish,0,1000,0,153,4238,1927,0.153000,4.238000,12.594771
Kingfish,1,681,431,117,4208,3866,0.271462,9.763341,33.042735
Kingfish,2,365,170,33,683,496,0.194118,4.017647,15.030303
Kingfish,3,184,74,11,566,364,0.148649,7.648649,33.090909
Chezebot,0,1000,0,437,6258,3801,0.437000,6.258000,8.697941
Chezebot,1,512,369,178,8293,5561,0.482385,22.474255,31.241573
Chezebot,2,285,172,75,3683,3048,0.436047,21.412791,40.640000
Chezebot,3,178,64,21,1311,769,0.328125,20.484375,36.619048
teamUROP,0,1000,0,552,6892,5891,0.552000,6.892000,10.672101
teamUROP,1,512,244,226,6849,4900,0.926230,28.069672,21.681416
teamUROP,2,285,129,115,2250,1388,0.891473,17.441860,12.069565
teamUROP,3,178,94,89,1945,1299,0.946809,20.691489,14.595506
Chronokeeper,0,1000,0,525,5931,3296,0.525000,5.931000,6.278095
Chronokeeper,1,698,598,271,6545,3523,0.453177,10.944816,13.000000
Chronokeeper,2,451,346,131,4255,1975,0.378613,12.297688,15.076336
Chronokeeper,3,321,243,49,3144,829,0.201646,12.938272,16.918367
HandBanana,0,1000,0,200,5774,2603,0.200000,5.774000,13.015000
HandBanana,1,698,428,141,12149,10930,0.329439,28.385514,77.517730
HandBanana,2,451,235,65,4938,4431,0.276596,21.012766,68.169231
HandBanana,3,321,144,35,3058,2635,0.243056,21.236111,75.285714
FlipFlop,0,1000,0,197,3495,1344,0.197000,3.495000,6.822335
FlipFlop,1,767,724,338,12653,11858,0.466851,17.476519,35.082840
FlipFlop,2,491,417,203,9244,7321,0.486811,22.167866,36.064039
FlipFlop,3,332,246,99,9889,5033,0.402439,40.199187,50.838384
Halos,0,1000,0,84,18179,16703,0.084000,18.179000,198.845238
Halos,1,767,319,0,3593,0,0.000000,11.263323,0.000000
Halos,2,491,230,0,3327,0,0.000000,14.465217,0.000000
Halos,3,332,174,0,6286,0,0.000000,36.126437,0.000000
FoldBot,0,1000,0,547,12425,9715,0.547000,12.425000,17.760512
FoldBot,1,592,566,313,13058,11051,0.553004,23.070671,35.306709
FoldBot,2,405,334,189,2924,2847,0.565868,8.754491,15.063492
FoldBot,3,309,225,98,2066,1776,0.435556,9.182222,18.122449
Halos,0,1000,0,81,18966,16131,0.081000,18.966000,199.148148
Halos,1,592,236,0,2085,0,0.000000,8.834746,0.000000
Halos,2,405,169,0,1338,0,0.000000,7.917160,0.000000
Halos,3,309,150,0,1843,0,0.000000,12.286667,0.000000
mavs,0,1000,0,233,5692,1944,0.233000,5.692000,8.343348
mavs,1,647,484,138,7815,5510,0.285124,16.146694,39.927536
mavs,2,483,350,165,4265,3301,0.471429,12.185714,20.006061
mavs,3,368,239,102,3443,2442,0.426778,14.405858,23.941176
Halos,0,1000,0,84,18240,16720,0.084000,18.240000,199.047619
Halos,1,647,316,0,1309,0,0.000000,4.142405,0.000000
Halos,2,483,239,0,1221,0,0.000000,5.108787,0.000000
Halos,3,368,197,0,2065,0,0.000000,10.482234,0.000000
Prime,0,1000,0,355,19917,7055,0.355000,19.917000,19.873239
Prime,1,675,550,179,14351,11575,0.325455,26.092727,64.664804
Prime,2,568,427,120,10561,8351,0.281030,24.733021,69.591667
Prime,3,466,295,57,8028,4537,0.193220,27.213559,79.596491
Halos,0,1000,0,63,14347,12530,0.063000,14.347000,198.888889
Halos,1,675,301,0,2951,0,0.000000,9.803987,0.000000
Halos,2,568,212,0,3853,0,0.000000,18.174528,0.000000
Halos,3,466,167,0,3547,0,0.000000,21.239521,0.000000
VictoriousSecret,0,1000,0,369,5713,2865,0.369000,5.713000,7.764228
